ID,Timestamp,Tweet,Keluhan,Respon,Bukan Keluhan/Respon,Topik Umum, Topik Spesifik,Lokasi,Waktu ,
689995835686416387,"21 Jan 2016, 09:20:01 AM","lagipula dia selalu dikelilingi anak, menurut saya itu kurang sopan, mungkin bisa ditutupi @hero_bandung @infobdg @Satpolppbdg @ridwankamil",,,Ya,Bukan Keluhan,-,-,-,
689999806501117952,"21 Jan 2016, 09:35:48 AM",RT @hero_bandung: Sepakat yuk gak buang sampah kejalan raya. Caranya ; sediakan tempat sampah di kendaraan anda. @Satpolppbdg @infobdg http?,,,Ya,Bukan Keluhan,-,-,-,
690000429770498048,"21 Jan 2016, 09:38:16 AM",RT @hero_bandung: Sepakat yuk gak buang sampah kejalan raya. Caranya ; sediakan tempat sampah di kendaraan anda. @Satpolppbdg @infobdg http?,,,Ya,Bukan Keluhan,-,-,-,
690000989160607744,"21 Jan 2016, 09:40:30 AM",RT @hero_bandung: Sepakat yuk gak buang sampah kejalan raya. Caranya ; sediakan tempat sampah di kendaraan anda. @Satpolppbdg @infobdg http?,,,Ya,Bukan Keluhan,-,-,-,
690001997379014657,"21 Jan 2016, 09:44:30 AM","kang @ridwankamil aneh abdi mh ka kota bandung th ongkoh kota nu pling bahagia tpi seueur knh w jomblo di kota ieu, abdi g trmasuk kang :'(",,,Ya,Bukan Keluhan,-,-,-,
690015467407302656,"21 Jan 2016, 10:38:01 AM","Cerita kemarin sore, hujan2 bawa anak, turun angkot depan terminal cicaheum, sangat susah utk jalan, elf+angkot ngalaretem @ridwankamil",Ya,,,Perhubungan,angkutan umum ugal - ugalan / ngetem,-,-,
690015532607758337,"21 Jan 2016, 10:38:17 AM",@ridwankamil @dbmpkotabdg @distarcipBDG blangsung pgalihan pipa pdam yg sering mbulkan banjir dijln nyengseret astar https://t.co/pJgHclIudq,,,Ya,Bukan Keluhan,-,-,-,
690018896447864833,"21 Jan 2016, 10:51:39 AM",RT @hero_bandung: Sepakat yuk gak buang sampah kejalan raya. Caranya ; sediakan tempat sampah di kendaraan anda. @Satpolppbdg @infobdg http?,,,Ya,Bukan Keluhan,-,-,-,
690019346723258368,"21 Jan 2016, 10:53:26 AM",RT @Ujungberung_Kec: Pmbersihan selokan jl.samiaji kec.uber @ridwankamil @dbmpkotabdg @relawan_bdg @BDGcleanaction @infobandung @PRFMnews h?,,,Ya,Bukan Keluhan,-,-,-,
690019421356756993,"21 Jan 2016, 10:53:44 AM",RT @Ujungberung_Kec: Pmbersihan selokan jl.samiaji kec.uber @ridwankamil @dbmpkotabdg @relawan_bdg @BDGcleanaction @infobandung @PRFMnews h?,,,Ya,Bukan Keluhan,-,-,-,
690019913562349568,"21 Jan 2016, 10:55:42 AM","@infobdg @ridwankamil Maaf,apa sy ketinggalan berita. Mau tanya saja Bis sekolah Antapani~Ledeng masih  diliburkan ya. Nuhun",,,Ya,Bukan Keluhan,-,-,-,
690020905486028800,"21 Jan 2016, 10:59:38 AM",RT @Ujungberung_Kec: Pmbersihan selokan jl.samiaji kec.uber @ridwankamil @dbmpkotabdg @relawan_bdg @BDGcleanaction @infobandung @PRFMnews h?,,,Ya,Bukan Keluhan,-,-,-,
690021614923026432,"21 Jan 2016, 11:02:27 AM","@ridwankamil enak ya masuk kepolisian ga pk tes IQ. HEBAT, buat razia doang d otista, macetnya smpe per3an kopo pasko. Nyari receh segitunya",Ya,,,Perhubungan,kemacetan,Otista-pertigaan Kopo Pasko,-,
690022695640129537,"21 Jan 2016, 11:06:45 AM",@pdamtirtawening upami ka kelurahan sukapura kapan pa ? Ieu cai na atos teu ngalir deui,Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,Kel. Sukapura,-,
690024057824223235,"21 Jan 2016, 11:12:10 AM","Depan rs cicendo parkir udah 2 lapis lg, digembok tidak membuat jera? Kudu dikumahakeun atuh yah? @PRFMnews @dishub_kotabdg @ridwankamil",Ya,,,Perhubungan,parkir sembarangan,depan RS Cicendo ,-,
690024121506201600,"21 Jan 2016, 11:12:25 AM",RT @hero_bandung: Sepakat yuk gak buang sampah kejalan raya. Caranya ; sediakan tempat sampah di kendaraan anda. @Satpolppbdg @infobdg http?,,,Ya,Bukan Keluhan,-,-,-,
690025172435365889,"21 Jan 2016, 11:16:35 AM",RT @hero_bandung: Sepakat yuk gak buang sampah kejalan raya. Caranya ; sediakan tempat sampah di kendaraan anda. @Satpolppbdg @infobdg http?,,,Ya,Bukan Keluhan,-,-,-,
690027058504843266,"21 Jan 2016, 11:24:05 AM",21.01.2016 Giat Penindakan Parkir di atas Trotoar Jl.Sulanjana @ridwankamil @OdedMD @yossiirianto @herlanisanusi https://t.co/3HKpKf6iiJ,,Ya,,Perhubungan ,parkir sembarangan,Jalan Sulanjana,-,
690027184958889984,"21 Jan 2016, 11:24:35 AM","RT @PRFMnews: 21.34: @dbmpkotabdg RT @IdhaDangie: Pak @ridwankamil mhn sgera di benarkan kmbali lampu di jln  siliwangi,bahaya pak klo mala?",Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Siliwangi ,-,
690027442744885248,"21 Jan 2016, 11:25:37 AM","11.23: RT @HusenRR:  Depan RS Cicendo parkir udh 2 lapis lg, digembok tak buat jera? Kudu dikumahakeun atuh? cc @IWGinting @dishub_kotabdg",Ya,,,Perhubungan,parkir sembarangan,depan RS Cicendo ,-,
690027676187414528,"21 Jan 2016, 11:26:32 AM",21.01.2016 Giat Penindakan Parkir Di atas Trotoar Jl.RE.Martadinata #HakPejalanKaki @ridwankamil @OdedMD https://t.co/qAtCMkV14i,,Ya,,Perhubungan ,parkir sembarangan ,Jalan RE Martadinata,-,
690027737977884673,"21 Jan 2016, 11:26:47 AM",RT @bdgstarlight: 21.01.2016 Giat Penindakan Parkir di atas Trotoar Jl.Sulanjana @ridwankamil @OdedMD @yossiirianto @herlanisanusi https://?,,Ya,,Perhubungan ,parkir sembarangan,Jalan Sulanjana,-,
690027912473513984,"21 Jan 2016, 11:27:29 AM","@PRFMnews @HusenRR @IWGinting @dishub_kotabdg DIDEREK-DIKANDANGKAN-DITEBUSKAN (Rp.10jt/mbil; klo ga bisa bayar, TAGIH PAS perpanjang STNK)",,,Ya,Bukan Keluhan,-,-,-,
690032020999659520,"21 Jan 2016, 11:43:48 AM",Ada oknum Polisi di bandung hampang leungeun.. Maen keplak2 kana sirah padahal saya di bonceng! Polisi dpn gedung sate.. @ridwankamil,Ya,,,Bidang Lainnya,-,depan Gedung Sate ,-,
690032845839077378,"21 Jan 2016, 11:47:05 AM",@pdamtirtawening @ridwankamil masih belum ngalir,Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,-,-,
690033036675645440,"21 Jan 2016, 11:47:50 AM",RT @hero_bandung: Sepakat yuk gak buang sampah kejalan raya. Caranya ; sediakan tempat sampah di kendaraan anda. @Satpolppbdg @infobdg http?,,,Ya,Bukan Keluhan,-,-,-,
690034014854496257,"21 Jan 2016, 11:51:44 AM",RT @Ujungberung_Kec: Pmbersihan selokan jl.samiaji kec.uber @ridwankamil @dbmpkotabdg @relawan_bdg @BDGcleanaction @infobandung @PRFMnews h?,,,Ya,Bukan Keluhan,-,-,-,
690034149315493890,"21 Jan 2016, 11:52:16 AM",RT @bdgstarlight: 21.01.2016 Giat Penindakan Parkir Di atas Trotoar Jl.RE.Martadinata #HakPejalanKaki @ridwankamil @OdedMD https://t.co/qAt?,,Ya,,Perhubungan ,parkir sembarangan ,Jalan RE Martadinata,-,
690038000412160001,"21 Jan 2016, 12:07:34 PM",12.07 RT @iwanward Hehehe sadis ieu mah jiga nu ngajongklokkeun tuna netra   jalan Riau Sumatera   cc @dbmpkotabdg https://t.co/sqDYf47HKq,,,Ya,Bukan Keluhan,-,-,-,
690038266960150529,"21 Jan 2016, 12:08:37 PM",@ridwankamil kang di taman asa kurang nyaman yaa bnyk yg ngamen,Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),pengamen,Taman ,-,
690038534217043972,"21 Jan 2016, 12:09:41 PM",@ridwankamil: Kang Emil...Apa benar jika Bis parkir di Lahan Parkir Bekas Palaguna Plaza. Diwajibkan Bayar Parkir + Retribusi Sampah?,Ya,,,Perhubungan,tarif / retribusi parkir,lahan parkir bekas Palaguna Plaza,-,
690038711711563777,"21 Jan 2016, 12:10:23 PM",@dbmpkotabdg @ridwankamil @DiskominfoBdg#Tolong di evaluasi untuk pemasangan blindpath di trotoar jl wastukencana https://t.co/Gsn7qYY7Lg,Ya,,,Infrastruktur,trotoar,Jalan Wastukencana,-,
690038903345143808,"21 Jan 2016, 12:11:09 PM",RT @PRFMnews: 12.07 RT @iwanward Hehehe sadis ieu mah jiga nu ngajongklokkeun tuna netra   jalan Riau Sumatera   cc @dbmpkotabdg https://t.?,,,Ya,Bukan Keluhan,-,-,-,
690040922449514496,"21 Jan 2016, 12:19:10 PM","RT @mochkurniawan: @ridwankamil sebrang teras cikapundung arah sabuga, trotoar tdk ramah u pejalan kaki; laju mobil kencang bahaya. https:/?",Ya,,,Perhubungan,lalu lintas bahaya,sebrang Teras Cikapundung arah Sabuga,-,
690041105648324609,"21 Jan 2016, 12:19:54 PM","12.12: RT @dangkuch: TL arah Tol Pasteur yg belok kanan gak bener, merah sama hijau nyala terus bahaya. cc @tmc_restabesbdg @dishub_kotabdg",Ya,,,Perhubungan,lampu lalu lintas,arah Tol Pasteur,-,
690041980219453441,"21 Jan 2016, 12:23:23 PM","Via @dangkuch: TL arah Tol Pasteur yg belok kanan gak bener, merah sama hijau nyala terus bahaya. Cc @tmc_restabesbdg @dishub_kotabdg",Ya,,,Perhubungan,lampu lalu lintas,arah Tol Pasteur,-,
690042927830167552,"21 Jan 2016, 12:27:09 PM",Cuco.. Nuhun ah tos di progres... Kan jd aman ayeunamah @PRFMnews @dbmpkotabdg https://t.co/Q6604PK5TC,,,Ya,Bukan Keluhan,-,-,-,
690043265513558016,"21 Jan 2016, 12:28:29 PM",RT @haji_robby: Cuco.. Nuhun ah tos di progres... Kan jd aman ayeunamah @PRFMnews @dbmpkotabdg https://t.co/Q6604PK5TC,,,Ya,Bukan Keluhan,-,-,-,
690043358522294272,"21 Jan 2016, 12:28:51 PM",RT @hero_bandung: Sepakat yuk gak buang sampah kejalan raya. Caranya ; sediakan tempat sampah di kendaraan anda. @Satpolppbdg @infobdg http?,,,Ya,Bukan Keluhan,-,-,-,
690044221382922240,"21 Jan 2016, 12:32:17 PM",RT @PRFMnews: 12.07 RT @iwanward Hehehe sadis ieu mah jiga nu ngajongklokkeun tuna netra   jalan Riau Sumatera   cc @dbmpkotabdg https://t.?,,,Ya,Bukan Keluhan,-,-,-,
690045818632552449,"21 Jan 2016, 12:38:38 PM","@ridwankamil Assalaamu'alaikuum,mau tanya Pak kalau proyek pembangunan kampung kumuh di Baksur kircon kapan dilanjutkan?karena terbengkalai.",Ya,,,Perencanaan & Program Pembangunan,pembangunan kampung kumuh,Baksur Kircon ,-,
690048231707918338,"21 Jan 2016, 12:48:13 PM",@PRFMnews jln kepatihan mulai bertebaran lg pkl pake trotoar buat jualan..@ridwankamil https://t.co/vM4yujJjSc,Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,Jalan Kepatihan ,-,
690048624646946816,"21 Jan 2016, 12:49:47 PM","@dbmpkotabdg Ada bbrp lubang bsr &amp; dlm di Jl. Rajawali Barat, sblh kanan, dkt SPBU. Saya hampir jatuh di situ barusan. Tlg ditambal. Tks.",Ya,,,Infrastruktur,jalan rusak,Jalan Rajawali Barat sebalah kanan ,-,
690049643372118016,"21 Jan 2016, 12:53:50 PM",@ridwankamil ati2 pa klo lbh cepat tentu ada udang dibalik batu nya,,,Ya,Bukan Keluhan,-,-,-,
690050196944846850,"21 Jan 2016, 12:56:02 PM","12.55: RT @gesturedbags: Jalan Kepatihan mulai bertebaran lagi PKL, pake trotoar buat jualan. cc @Satpolppbdg https://t.co/UoMWAjeij7",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,Jalan Kepatihan ,-,
690050822076411904,"21 Jan 2016, 12:58:31 PM","@ridwankamil berkaca dari motor dan mobil yg udh puluhan tahun menuhin jalan, mana mau jepang transfer teknologi mereka",,,Ya,Bukan Keluhan,-,-,-,
690051279490514945,"21 Jan 2016, 01:00:20 PM","RT @gesturedbags: Jalan Kepatihan mulai bertebaran lagi PKL, pake trotoar buat jualan. cc @Satpolppbdg https://t.co/F72gvacZXU",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,Jalan Kepatihan ,-,
690054138667876352,"21 Jan 2016, 01:11:41 PM",RT @bdgstarlight: 21.01.2016 Giat Penindakan Parkir di atas Trotoar Jl.Sulanjana @ridwankamil @OdedMD @yossiirianto @herlanisanusi https://?,,Ya,,Perhubungan ,parkir sembarangan ,Jalan Sulanjana,-,
690054162508337153,"21 Jan 2016, 01:11:47 PM",RT @bdgstarlight: 21.01.2016 Giat Penindakan Parkir Di atas Trotoar Jl.RE.Martadinata #HakPejalanKaki @ridwankamil @OdedMD https://t.co/qAt?,,Ya,,Perhubungan ,parkir sembarangan ,Jalan RE Martadinata,-,
690055032859967489,"21 Jan 2016, 01:15:15 PM",RT @bdgstarlight: 21.01.2016 Giat Penindakan Parkir Di atas Trotoar Jl.RE.Martadinata #HakPejalanKaki @ridwankamil @OdedMD https://t.co/qAt?,,Ya,,Perhubungan ,parkir sembarangan ,Jalan RE Martadinata,-,
690055161587204096,"21 Jan 2016, 01:15:45 PM",RT @bdgstarlight: 21.01.2016 Giat Penindakan Parkir di atas Trotoar Jl.Sulanjana @ridwankamil @OdedMD @yossiirianto @herlanisanusi https://?,,Ya,,Perhubungan ,parkir sembarangan ,Jalan Sulanjana,-,
690056666373578752,"21 Jan 2016, 01:21:44 PM","@BigGuzz @ridwankamil apanya yang typo ya Gus, sampe melototin kayaknya enggak ada ??",,,Ya,Bukan Keluhan,-,-,-,
690057037753937920,"21 Jan 2016, 01:23:13 PM","@ridwankamil org indonesia udh dibantu negara lain jd suudzon,krna yg bantu dr cina jd gitu,mereka ga sadar sehari2 pake brg made in cina jg",,,Ya,Bukan Keluhan,-,-,-,
690057307523289093,"21 Jan 2016, 01:24:17 PM","@Satpolppbdg dikasih solusi pekerjaan pak,bukan hanya peringatan dan hukuman,klo cuma itu pas dia laper juga balik ngamen lagi",,,Ya,Bukan Keluhan,-,-,-,
690059225607835648,"21 Jan 2016, 01:31:54 PM","@YandiSofyan @ridwankamil carekan nu jualan na we kang kunaon di pasihan kitu, #nyangbenerbae ??",,,Ya,Bukan Keluhan,-,-,-,
690059799011155969,"21 Jan 2016, 01:34:11 PM",@ridwankamil kalo merk Kicimpring Muslihat gimana ? Masih bisa di daftarin ?,,,Ya,Bukan Keluhan,-,-,-,
690060010127282176,"21 Jan 2016, 01:35:01 PM","@ridwankamil sebenarnya cepat belum tentu berkualitas baik, tapi pertanyakan seberapa cepatkah?? Rasionalkah?? Mudah berjalan lancar.. Amin""",,,Ya,Bukan Keluhan,-,-,-,
690060727651016704,"21 Jan 2016, 01:37:52 PM","RT @YeahBandung: RT @gesturedbags: Jalan Kepatihan mulai bertebaran lagi PKL, pake trotoar buat jualan. cc @Satpolppbdg https://t.co/F72gva?",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,Jalan Kepatihan ,-,
690062805760921600,"21 Jan 2016, 01:46:08 PM",@ridwankamil tolong amdalnya dicek pak. masa 1 minggu jd. pas dah jd ternyata masih bnyk sengketanya.,Ya,,,Perijinan,amdal,-,-,
690063403616960512,"21 Jan 2016, 01:48:30 PM","Kata siapa itu ? Kn belum jadi @kawairina622: @ridwankamil kenapa ambil dari china ya (;??????`) kan lebih bagus produk Jepang ? ????????""""",,,Ya,Bukan Keluhan,-,-,-,
690063969109684224,"21 Jan 2016, 01:50:45 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 21/1 URC Karees, perbaikan jl Buah Batu dpn Bio Test https://t.co/MeVpkD?",,Ya,,Infrastruktur,jalan rusak ,Jalan Buah Batu depan Bio Test,-,
690065157045751812,"21 Jan 2016, 01:55:28 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @eka_harijanto 21/1 URC Karees, perbaikan jl Hasan Saputra https://t.co/?",,Ya,,Infrastruktur,jalan rusak ,Jalan Hasan Saputra,-,
690065515482472448,"21 Jan 2016, 01:56:54 PM","Korban todong, copet, &amp; jambret ibu2&amp;anak sekolahan. Pelaku menggunakan sepeda motor mohon di-follow up. @ridwankamil @infobdg",Ya,,,Kriminalitas,copet,-,-,
690067133347168256,"21 Jan 2016, 02:03:20 PM","@ridwankamil punten kang emil, itu typo harusnya pembangunan jadi pembagunan :D",,,Ya,Bukan Keluhan,-,-,-,
690068264655962112,"21 Jan 2016, 02:07:49 PM","@ridwankamil jadi APBN bisa nyekolahin anak yg kurang mampu, yg saat ini bnyak dilihat di emperan kota??",,,Ya,Bukan Keluhan,-,-,-,
690070151706861569,"21 Jan 2016, 02:15:19 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg @eka_harijanto 21/1 URC Karees, perbaikan jl Hasan Saputra https://t.co/?",,Ya,,Infrastruktur,jalan rusak ,Jalan Hasan Saputra,-,
690070516674224128,"21 Jan 2016, 02:16:46 PM",Ada penggembokan mobil oleh @dishub_kotabdg di depan studio @PRFMnews . https://t.co/OJ1xvz5csw,,,Ya,Bukan Keluhan,-,-,-,
690071766845255680,"21 Jan 2016, 02:21:44 PM",RT @aris_hermansyah: Ada penggembokan mobil oleh @dishub_kotabdg di depan studio @PRFMnews . https://t.co/OJ1xvz5csw,,,Ya,Bukan Keluhan,-,-,-,
690071975801274369,"21 Jan 2016, 02:22:34 PM",RT @aris_hermansyah: Ada penggembokan mobil oleh @dishub_kotabdg di depan studio @PRFMnews . https://t.co/OJ1xvz5csw,,,Ya,Bukan Keluhan,-,-,-,
690073169852502016,"21 Jan 2016, 02:27:19 PM",.@dishub_kotabdg @dbmpkotabdg | @hannalystiani: Lmpu perempatan Jl Malabar mau roboh.sdh tdk berfungsi kayaknya mati https://t.co/dWL5l69yCf,Ya,,,Perhubungan,lampu lalu lintas,Jalan Malabar,-,
690073340992688128,"21 Jan 2016, 02:28:00 PM",@ridwankamil lebih mirah tentunya.. knp ga jepang aja pa klo ada sekalian,,,Ya,Bukan Keluhan,-,-,-,
690073998588301312,"21 Jan 2016, 02:30:36 PM","@ridwankamil pak, abdi hawatos perkawis sinetron anak jalanan, bilih di bandung aya geng motor deui",,,Ya,Bukan Keluhan,-,-,-,
690074035816943616,"21 Jan 2016, 02:30:45 PM","@ridwankamil hehe.. aya2 wae akang teh, tp ngiring bingah kang, mugi dipasihan kalancaran, sareng aya umur naek kereta cepat ka jkt aamiin",,,Ya,Bukan Keluhan,-,-,-,
690075185727303680,"21 Jan 2016, 02:35:19 PM",RT @aris_hermansyah: Ada penggembokan mobil oleh @dishub_kotabdg di depan studio @PRFMnews . https://t.co/OJ1xvz5csw,,,Ya,Bukan Keluhan,-,-,-,
690075223329259521,"21 Jan 2016, 02:35:28 PM","RT @ad_hilma: @ridwankamil pak, abdi hawatos perkawis sinetron anak jalanan, bilih di bandung aya geng motor deui",,,Ya,Bukan Keluhan,-,-,-,
690075410399387648,"21 Jan 2016, 02:36:13 PM",RT @infobandung: .@dishub_kotabdg @dbmpkotabdg | @hannalystiani: Lmpu perempatan Jl Malabar mau roboh.sdh tdk berfungsi kayaknya mati https?,Ya,,,Perhubungan ,lampu lalu lintas,Jalan Malabar,-,
690076111380815872,"21 Jan 2016, 02:39:00 PM","Mohon perhatiannya,sebagian lampu dijalan siliwangi tdk berfungsi, klo mlm terasa gelap sekali rawan kejahatan @dishub_kotabdg @dbmpkotabdg",Ya,,,Infrastruktur,lampu penerangan jalan umum,Jalan Siliwangi ,-,
690076852224946177,"21 Jan 2016, 02:41:57 PM",RT @infobandung: .@dishub_kotabdg @dbmpkotabdg | @hannalystiani: Lmpu perempatan Jl Malabar mau roboh.sdh tdk berfungsi kayaknya mati https?,Ya,,,Perhubungan ,lampu lalu lintas,Jalan Malabar,-,
690078860201869316,"21 Jan 2016, 02:49:55 PM","Petugasnya harus tegas,siapapun yg melanggar tetap di gembok RT @PRFMnews @ridwankamil @IWGinting",,,Ya,Bukan Keluhan,-,-,-,
690078968574275584,"21 Jan 2016, 02:50:21 PM","RT @budiraharjo23: Petugasnya harus tegas,siapapun yg melanggar tetap di gembok RT @PRFMnews @ridwankamil @IWGinting",,,Ya,Bukan Keluhan,-,-,-,
690079560663240704,"21 Jan 2016, 02:52:42 PM","#SuaraBDG Via @budiraharjo23: Petugasnya harus tegas,siapapun yg melanggar tetap di gembok @PRFMnews @ridwankamil @IWGinting",,,Ya,Bukan Keluhan,-,-,-,
690079863378681856,"21 Jan 2016, 02:53:55 PM","RT @YeahBandung: #SuaraBDG Via @budiraharjo23: Petugasnya harus tegas,siapapun yg melanggar tetap di gembok @PRFMnews @ridwankamil @IWGinti?",,,Ya,Bukan Keluhan,-,-,-,
690081717508521988,"21 Jan 2016, 03:01:17 PM",RT @infobandung: .@dishub_kotabdg @dbmpkotabdg | @hannalystiani: Lmpu perempatan Jl Malabar mau roboh.sdh tdk berfungsi kayaknya mati https?,Ya,,,Perhubungan ,lampu lalu lintas,Jalan Malabar,-,
690083170352549889,"21 Jan 2016, 03:07:03 PM",Seno | 15.05 Mohon tertibkan mobil yg sering parkir di depan leter S coret  kawasan Cicadas. cc @dishub_kotabdg @iwginting,Ya,,,Perhubungan,parkir sembarangan,depan letter S coret kawasan Cicadas,-,
690085751061614592,"21 Jan 2016, 03:17:18 PM",@ridwankamil  pa mohon ditertibkan taman di trotoar dibongkar dan dipakai berjualan. Nuhun... https://t.co/MvL3zTByv5,Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,-,-,
690087323581702145,"21 Jan 2016, 03:23:33 PM","Kang @ridwankamil , dibelokan cikaso dekat A. Yani sepertinya perlu dipasang lensa bulat agar yg dari dan ke cikaso bisa lihat kondisi depan",,,Ya,Bukan Keluhan,-,-,-,
690088333272293376,"21 Jan 2016, 03:27:34 PM",@pdamtirtawening sudh thn bru tp knp air dirumah sy tdk mengalir saja cc @ridwankamil,Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,-,-,
690089876188962817,"21 Jan 2016, 03:33:42 PM","Ini pkl ngeganggu pejalan kaki pisan,bikin kumuh lagi mohon di benahi pak @ridwankamil ada di jl. Jakarta https://t.co/XJocAOT2XB",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,Jalan Jakarta,-,
690089921663598592,"21 Jan 2016, 03:33:53 PM","@BULLFRONT @ridwankamil ngimpi aja yg pengen jadi gub dki &amp; jabar sekarang ini, beliau masih banyak pr di bdg buat dinikmati anak cucu kelak",,,Ya,Bukan Keluhan,-,-,-,
690090700160028672,"21 Jan 2016, 03:36:58 PM",@pdamtirtawening air pam ke cikutra baru ngalirnya kecil.d rmh saya bahkan hrs dibantu pompa.gmn nih min? Nuhun,Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,Cikutra,-,
690091912003452928,"21 Jan 2016, 03:41:47 PM","RT @dbmpkotabdg: @ridwankamil @OdedMD @yossiirianto @DiskominfoBdg 21/1 URC Karees, perbaikan jl Maskumambang https://t.co/rPyAhGLAhB",,Ya,,Infrastruktur,jalan rusak ,Jalan Maskumambang ,-,
690094012196323328,"21 Jan 2016, 03:50:08 PM",@pdamtirtawening @ridwankamil @PRFMnews pa kmha cai daerah panghegar jln pamitran te ngocor wae tos saminggu langkung ? Mohon bantuannya,Ya,,,Pengelolaan Air & Sumber Daya Alam,air tidak mengalir,daerah Panghegar Jalan Pamitran ,satu minggu ,
690097877461417985,"21 Jan 2016, 04:05:30 PM","@ridwankamil info pak hadir solusi transport lokal smoga bs jd brand lokal bandung, menggunakan kendaraan pribadi https://t.co/fF1FZJ4ve1",,,Ya,Bukan Keluhan,-,-,-,
690098254575505408,"21 Jan 2016, 04:06:59 PM",Pa taman yang d bunderan jl sudirman kolamnya di pakai renang anak2 tuh hehe @ridwankamil,,,Ya,Bukan Keluhan,-,-,-,
690098260325875712,"21 Jan 2016, 04:07:01 PM","Pak @ridwankamil punteun... mau tanya, sumber daya alam yang ada di kota bandung teh apa aja ya? butuh masukan buat ngerjain skripsi...",,,Ya,Bukan Keluhan,-,-,-,
690100566274510849,"21 Jan 2016, 04:16:11 PM",@PemkotBandung klo dana u/RW disetiap kelurhn di berikan ke RW atau di kelola o.kelurahan pak @ridwankamil warga blh tau g peruntuntukannya?,,,Ya,Bukan Keluhan,-,-,-,
690101777987977217,"21 Jan 2016, 04:21:00 PM",RT @hero_bandung: Sepakat yuk gak buang sampah kejalan raya. Caranya ; sediakan tempat sampah di kendaraan anda. @Satpolppbdg @infobdg http?,,,Ya,Bukan Keluhan,-,-,-,
690105188443627520,"21 Jan 2016, 04:34:33 PM",@pdamtirtawening no langganan: 00111800027,,,Ya,Bukan Keluhan,-,-,-,
690105413312843776,"21 Jan 2016, 04:35:26 PM","@Satpolppbdg Lapor, Pedagang Kaki Empat (mobi) di jalan Monju ke Surapati jadi penuh. 3 jalur jadi 1 jalur. Trima kasih",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),PKL,Jalan Monju ke Surapati ,-,
690106067146162177,"21 Jan 2016, 04:38:02 PM",RT @hero_bandung: Sepakat yuk gak buang sampah kejalan raya. Caranya ; sediakan tempat sampah di kendaraan anda. @Satpolppbdg @infobdg http?,,,Ya,Bukan Keluhan,-,-,-,
690111202060550144,"21 Jan 2016, 04:58:26 PM","Hadir tak masalah, tapi saya yakin Pak @ridwankamil masih setia untuk kota Bandung tercinta.  https://t.co/m27dqDucMS",,,Ya,Bukan Keluhan,-,-,-,
690115790884999168,"21 Jan 2016, 05:16:40 PM",@tmc_restabesbdg @dishub_kotabdg @Satpolppbdg @PRFMnews lain pkl ato nu parkir nu nyieun macet teh? Kudu naekeun tarip parkir/bersihkan pkl?,Ya,,,"K3 (Ketertiban; Kebersihan; Keindahan), Perhubungan ","PKL, kemacetan, tarif/retribusi parkir",-,-,
690118915565953025,"21 Jan 2016, 05:29:05 PM","RT @mazNOT: Yuk, masih ada waktu GalangDana https://t.co/16GGJfixdr https://t.co/NvCxm6gmta  #HidupAdalahUdunan  ~p'@ridwankamil https://t.?",,,Ya,Bukan Keluhan,-,-,-,
690122378421075969,"21 Jan 2016, 05:42:51 PM",".@Dinsos_BDG RT @januarikartika: d dpn lw panjang skrg rawan anak kcl ngemis tp ngacem pke jarum,skrg jarum tkutnya bsok jd piso/silet",Ya,,,K3 (Ketertiban; Kebersihan; Keindahan),anak jalanan dan gelandangan pengemis,depan Leuwipanjang ,-,
690122866881355776,"21 Jan 2016, 05:44:47 PM","@pdamtirtawening no langganan nya 00230353630, kalau bisa durasi dan volume aliran air pdam di perpanjang sering tdk kevsgian",,,Ya,Bukan Keluhan,-,-,-,
690123267668099074,"21 Jan 2016, 05:46:23 PM",Kang @ridwankamil mohon dibangun JPO di sekitar MTC disitu ada SMK 7 dan banyak kantor saat bubaran penyebrang sering bikin arus melambat,Ya,,,Infrastruktur,jembatan penyebrangan orang,sekitar MTC,-,
690125360676093952,"21 Jan 2016, 05:54:42 PM",@PRFMnews @ridwankamil ada pohon hampir tumbang ini membahayakan yg parkir di bawah pohon . lokasi unpas lengkong https://t.co/Ll1cnpm11z,Ya,,,Lingkungan Hidup,pohon tumbang,Unpas Lengkong,-,
